bike_name,bike_type,date_ordered,quantity
Mountain Climber XT,Mountain Bike,2023-01-03,3
Hybrid Explorer,Hybrid Bike,2023-10-16,1
TrailBlazer XT,Mountain Bike,2020-03-21,1
AirMaster 300,BMX,2020-05-26,4
AirMaster 300,BMX,2023-08-19,6
 Speedster Pro,Road Bike,2022-08-16,8
AirMaster 300,BMX,2022-06-16,6
BMX Freestyle Pro,BMX,2024-01-13,2
UrbanCommuter 500,Hybrid Bike,2020-09-21,3
TrailBlazer XT,Mountain Bike,2024-03-30,1
Mountain Climber XT,Mountain Bike,2024-03-26,5
Roadmaster Pro,Road Bike,2021-12-26,10
TrailBlazer XT,Mountain Bike,2022-01-17,4
UrbanCommuter 500,Hybrid Bike,2024-07-14,2
 Speedster Pro,Road Bike,2023-09-27,3
Mountain Climber XT,Mountain Bike,2023-09-01,3
BMX Freestyle Pro,BMX,2021-12-26,9
TrailBlazer XT,Mountain Bike,2021-01-25,1
AirMaster 300,BMX,2022-07-07,9
Hybrid Explorer,Hybrid Bike,2024-06-23,3
AirMaster 300,BMX,2020-08-25,6
AirMaster 300,BMX,2021-08-19,7
UrbanCommuter 500,Hybrid Bike,2022-10-17,1
Roadmaster Pro,Road Bike,2020-03-01,1
BMX Freestyle Pro,BMX,2021-02-10,3
AirMaster 300,BMX,2021-03-11,2
Mountain Climber XT,Mountain Bike,2020-10-01,3
 Speedster Pro,Road Bike,2024-01-08,3
 Speedster Pro,Road Bike,2022-02-24,1
Mountain Climber XT,Mountain Bike,2021-01-06,3
Hybrid Explorer,Hybrid Bike,2023-03-05,3
Mountain Climber XT,Mountain Bike,2023-11-07,3
Hybrid Explorer,Hybrid Bike,2024-05-31,4
UrbanCommuter 500,Hybrid Bike,2022-04-26,3
UrbanCommuter 500,Hybrid Bike,2022-10-27,3
Roadmaster Pro,Road Bike,2021-05-23,2
Roadmaster Pro,Road Bike,2023-08-23,6
Roadmaster Pro,Road Bike,2022-10-09,3
UrbanCommuter 500,Hybrid Bike,2021-06-17,7
Hybrid Explorer,Hybrid Bike,2024-03-30,2
TrailBlazer XT,Mountain Bike,2021-09-26,1
Roadmaster Pro,Road Bike,2023-02-10,3
UrbanCommuter 500,Hybrid Bike,2020-10-08,1
BMX Freestyle Pro,BMX,2024-06-09,4
TrailBlazer XT,Mountain Bike,2021-12-03,18
UrbanCommuter 500,Hybrid Bike,2024-05-25,3
UrbanCommuter 500,Hybrid Bike,2021-11-15,3
Hybrid Explorer,Hybrid Bike,2022-11-24,16
Hybrid Explorer,Hybrid Bike,2020-05-26,2
BMX Freestyle Pro,BMX,2023-12-02,20
BMX Freestyle Pro,BMX,2023-11-01,3
BMX Freestyle Pro,BMX,2024-08-29,1
AirMaster 300,BMX,2023-07-26,10
AirMaster 300,BMX,2023-02-26,4
 Speedster Pro,Road Bike,2021-04-04,1
Roadmaster Pro,Road Bike,2023-05-06,2
TrailBlazer XT,Mountain Bike,2020-01-31,3
AirMaster 300,BMX,2020-04-09,3
Mountain Climber XT,Mountain Bike,2023-12-14,4
TrailBlazer XT,Mountain Bike,2023-08-08,6
Hybrid Explorer,Hybrid Bike,2022-03-13,3
UrbanCommuter 500,Hybrid Bike,2021-10-07,3
UrbanCommuter 500,Hybrid Bike,2023-10-02,2
BMX Freestyle Pro,BMX,2022-12-11,2
AirMaster 300,BMX,2024-02-27,1
UrbanCommuter 500,Hybrid Bike,2022-08-11,8
AirMaster 300,BMX,2021-06-10,3
Roadmaster Pro,Road Bike,2020-05-02,3
UrbanCommuter 500,Hybrid Bike,2024-08-05,4
Roadmaster Pro,Road Bike,2023-11-20,20
BMX Freestyle Pro,BMX,2024-06-04,3
UrbanCommuter 500,Hybrid Bike,2023-05-06,3
AirMaster 300,BMX,2020-02-12,4
AirMaster 300,BMX,2020-12-06,3
Mountain Climber XT,Mountain Bike,2022-09-28,3
 Speedster Pro,Road Bike,2024-05-24,3
TrailBlazer XT,Mountain Bike,2023-08-25,5
AirMaster 300,BMX,2024-02-08,4
Roadmaster Pro,Road Bike,2022-11-16,2
Mountain Climber XT,Mountain Bike,2022-02-08,4
UrbanCommuter 500,Hybrid Bike,2022-01-06,4
Roadmaster Pro,Road Bike,2020-09-25,3
 Speedster Pro,Road Bike,2020-04-26,2
UrbanCommuter 500,Hybrid Bike,2022-10-19,1
Hybrid Explorer,Hybrid Bike,2021-01-21,3
Mountain Climber XT,Mountain Bike,2024-05-10,1
BMX Freestyle Pro,BMX,2022-11-04,4
Mountain Climber XT,Mountain Bike,2022-11-28,17
TrailBlazer XT,Mountain Bike,2021-01-16,1
AirMaster 300,BMX,2020-09-29,3
Mountain Climber XT,Mountain Bike,2024-08-18,4
Roadmaster Pro,Road Bike,2021-03-01,1
 Speedster Pro,Road Bike,2023-05-21,5
 Speedster Pro,Road Bike,2021-06-19,7
Hybrid Explorer,Hybrid Bike,2020-06-12,6
Roadmaster Pro,Road Bike,2024-04-14,3
AirMaster 300,BMX,2021-02-20,4
BMX Freestyle Pro,BMX,2023-03-01,4
TrailBlazer XT,Mountain Bike,2023-01-23,3
Hybrid Explorer,Hybrid Bike,2023-10-28,2
AirMaster 300,BMX,2023-09-15,3
BMX Freestyle Pro,BMX,2021-11-23,19
Roadmaster Pro,Road Bike,2024-04-26,3
Mountain Climber XT,Mountain Bike,2020-10-19,3
BMX Freestyle Pro,BMX,2022-11-03,3
AirMaster 300,BMX,2020-01-02,3
Mountain Climber XT,Mountain Bike,2023-01-22,1
UrbanCommuter 500,Hybrid Bike,2023-05-19,2
UrbanCommuter 500,Hybrid Bike,2022-11-26,17
Hybrid Explorer,Hybrid Bike,2022-07-02,6
BMX Freestyle Pro,BMX,2021-08-28,6
UrbanCommuter 500,Hybrid Bike,2023-10-30,2
Mountain Climber XT,Mountain Bike,2020-04-15,2
 Speedster Pro,Road Bike,2020-11-28,18
Roadmaster Pro,Road Bike,2020-05-13,3
TrailBlazer XT,Mountain Bike,2021-07-22,7
BMX Freestyle Pro,BMX,2021-02-12,2
Roadmaster Pro,Road Bike,2024-01-06,4
Roadmaster Pro,Road Bike,2021-10-21,1
Hybrid Explorer,Hybrid Bike,2021-11-26,14
Hybrid Explorer,Hybrid Bike,2021-04-04,3
BMX Freestyle Pro,BMX,2022-05-08,3
Hybrid Explorer,Hybrid Bike,2022-08-21,6
TrailBlazer XT,Mountain Bike,2020-11-30,14
UrbanCommuter 500,Hybrid Bike,2023-09-26,4
BMX Freestyle Pro,BMX,2020-09-24,3
Mountain Climber XT,Mountain Bike,2020-08-28,6
 Speedster Pro,Road Bike,2021-12-09,4
Mountain Climber XT,Mountain Bike,2024-03-31,4
Roadmaster Pro,Road Bike,2020-06-21,1
 Speedster Pro,Road Bike,2023-07-06,6
AirMaster 300,BMX,2022-12-02,18
 Speedster Pro,Road Bike,2023-03-20,2
AirMaster 300,BMX,2024-09-29,2
 Speedster Pro,Road Bike,2023-07-05,4
Roadmaster Pro,Road Bike,2024-09-03,2
 Speedster Pro,Road Bike,2022-01-29,5
 Speedster Pro,Road Bike,2020-08-13,8
TrailBlazer XT,Mountain Bike,2023-04-25,2
 Speedster Pro,Road Bike,2023-10-19,2
TrailBlazer XT,Mountain Bike,2024-01-15,2
BMX Freestyle Pro,BMX,2021-03-14,4
TrailBlazer XT,Mountain Bike,2024-08-28,1
UrbanCommuter 500,Hybrid Bike,2023-07-12,10
TrailBlazer XT,Mountain Bike,2020-05-18,4
BMX Freestyle Pro,BMX,2021-07-22,3
 Speedster Pro,Road Bike,2024-04-25,2
 Speedster Pro,Road Bike,2023-12-21,8
BMX Freestyle Pro,BMX,2022-04-14,2
BMX Freestyle Pro,BMX,2022-04-14,3
UrbanCommuter 500,Hybrid Bike,2024-04-04,3
BMX Freestyle Pro,BMX,2020-08-26,6
UrbanCommuter 500,Hybrid Bike,2021-01-23,4
 Speedster Pro,Road Bike,2020-12-07,2
 Speedster Pro,Road Bike,2024-09-17,3
BMX Freestyle Pro,BMX,2023-01-18,2
Roadmaster Pro,Road Bike,2021-05-23,2
TrailBlazer XT,Mountain Bike,2022-04-05,1
Hybrid Explorer,Hybrid Bike,2021-05-15,4
BMX Freestyle Pro,BMX,2024-08-14,2
Roadmaster Pro,Road Bike,2020-10-08,1
TrailBlazer XT,Mountain Bike,2023-07-02,6
Roadmaster Pro,Road Bike,2021-07-10,4
BMX Freestyle Pro,BMX,2022-09-29,1
Mountain Climber XT,Mountain Bike,2023-09-16,2
Hybrid Explorer,Hybrid Bike,2023-09-24,2
Hybrid Explorer,Hybrid Bike,2022-10-15,1
Mountain Climber XT,Mountain Bike,2021-08-25,7
TrailBlazer XT,Mountain Bike,2023-12-10,3
Mountain Climber XT,Mountain Bike,2022-03-12,2
 Speedster Pro,Road Bike,2022-03-19,2
Hybrid Explorer,Hybrid Bike,2023-01-06,2
UrbanCommuter 500,Hybrid Bike,2021-06-05,12
UrbanCommuter 500,Hybrid Bike,2020-12-13,4
 Speedster Pro,Road Bike,2022-07-22,6
AirMaster 300,BMX,2022-10-22,3
AirMaster 300,BMX,2021-04-20,2
Mountain Climber XT,Mountain Bike,2022-02-13,2
Roadmaster Pro,Road Bike,2023-08-24,5
Mountain Climber XT,Mountain Bike,2022-11-10,3
Hybrid Explorer,Hybrid Bike,2022-02-09,3
Roadmaster Pro,Road Bike,2020-09-19,4
Roadmaster Pro,Road Bike,2020-05-14,1
BMX Freestyle Pro,BMX,2020-12-27,11
Mountain Climber XT,Mountain Bike,2021-12-17,3
Roadmaster Pro,Road Bike,2021-10-04,3
Roadmaster Pro,Road Bike,2024-06-06,3
UrbanCommuter 500,Hybrid Bike,2024-07-04,2
Roadmaster Pro,Road Bike,2024-02-21,4
Mountain Climber XT,Mountain Bike,2020-06-28,5
TrailBlazer XT,Mountain Bike,2020-12-03,14
AirMaster 300,BMX,2021-01-05,1
 Speedster Pro,Road Bike,2024-09-16,3
AirMaster 300,BMX,2023-09-17,2
AirMaster 300,BMX,2021-02-10,2
 Speedster Pro,Road Bike,2024-03-14,1
AirMaster 300,BMX,2023-06-01,2
TrailBlazer XT,Mountain Bike,2024-07-23,1
Hybrid Explorer,Hybrid Bike,2021-10-28,2
TrailBlazer XT,Mountain Bike,2023-06-26,4
TrailBlazer XT,Mountain Bike,2020-01-11,2
TrailBlazer XT,Mountain Bike,2021-02-17,4
UrbanCommuter 500,Hybrid Bike,2023-06-07,8
Mountain Climber XT,Mountain Bike,2024-01-29,4
Mountain Climber XT,Mountain Bike,2023-10-28,2
 Speedster Pro,Road Bike,2020-01-27,3
AirMaster 300,BMX,2020-06-21,5
Roadmaster Pro,Road Bike,2021-12-08,3
UrbanCommuter 500,Hybrid Bike,2022-07-01,5
Mountain Climber XT,Mountain Bike,2023-09-03,4
 Speedster Pro,Road Bike,2024-03-16,1
AirMaster 300,BMX,2022-06-18,8
Hybrid Explorer,Hybrid Bike,2024-01-25,1
Mountain Climber XT,Mountain Bike,2021-10-12,3
AirMaster 300,BMX,2023-02-16,4
TrailBlazer XT,Mountain Bike,2022-09-01,4
BMX Freestyle Pro,BMX,2020-09-25,4
Roadmaster Pro,Road Bike,2024-05-30,3
Roadmaster Pro,Road Bike,2020-01-06,2
BMX Freestyle Pro,BMX,2023-03-17,3
Mountain Climber XT,Mountain Bike,2020-08-06,10
TrailBlazer XT,Mountain Bike,2022-06-01,8
UrbanCommuter 500,Hybrid Bike,2022-08-02,8
Hybrid Explorer,Hybrid Bike,2021-09-27,3
Hybrid Explorer,Hybrid Bike,2020-10-25,2
UrbanCommuter 500,Hybrid Bike,2023-01-08,2
Mountain Climber XT,Mountain Bike,2020-03-19,3
Mountain Climber XT,Mountain Bike,2020-03-12,4
AirMaster 300,BMX,2020-05-02,1
AirMaster 300,BMX,2020-01-27,1
Mountain Climber XT,Mountain Bike,2021-04-02,3
 Speedster Pro,Road Bike,2020-11-18,2
Roadmaster Pro,Road Bike,2021-09-04,2
BMX Freestyle Pro,BMX,2021-07-12,7
AirMaster 300,BMX,2020-02-16,1
Hybrid Explorer,Hybrid Bike,2023-03-25,2
 Speedster Pro,Road Bike,2020-05-04,3
AirMaster 300,BMX,2022-09-30,2
Hybrid Explorer,Hybrid Bike,2022-07-28,8
UrbanCommuter 500,Hybrid Bike,2023-11-30,16
Mountain Climber XT,Mountain Bike,2023-01-18,3
TrailBlazer XT,Mountain Bike,2024-05-09,2
Mountain Climber XT,Mountain Bike,2020-12-24,9
Roadmaster Pro,Road Bike,2021-03-13,2
BMX Freestyle Pro,BMX,2020-09-29,1
Mountain Climber XT,Mountain Bike,2021-06-14,5
Hybrid Explorer,Hybrid Bike,2021-09-23,3
Mountain Climber XT,Mountain Bike,2020-11-21,14
 Speedster Pro,Road Bike,2021-06-22,5
 Speedster Pro,Road Bike,2023-09-27,3
Mountain Climber XT,Mountain Bike,2021-12-24,11
BMX Freestyle Pro,BMX,2020-11-27,17
Roadmaster Pro,Road Bike,2020-02-14,4
BMX Freestyle Pro,BMX,2020-10-29,3
Roadmaster Pro,Road Bike,2020-12-08,3
 Speedster Pro,Road Bike,2020-03-19,1
Hybrid Explorer,Hybrid Bike,2021-09-08,3
BMX Freestyle Pro,BMX,2022-02-16,2
Mountain Climber XT,Mountain Bike,2020-12-13,1
Mountain Climber XT,Mountain Bike,2022-07-18,4
Roadmaster Pro,Road Bike,2020-10-19,5
UrbanCommuter 500,Hybrid Bike,2020-03-01,1
Mountain Climber XT,Mountain Bike,2021-09-28,3
Roadmaster Pro,Road Bike,2020-04-06,2
Roadmaster Pro,Road Bike,2023-07-30,5
Roadmaster Pro,Road Bike,2022-10-21,3
Roadmaster Pro,Road Bike,2020-12-29,9
 Speedster Pro,Road Bike,2022-10-25,3
BMX Freestyle Pro,BMX,2020-09-04,3
 Speedster Pro,Road Bike,2020-11-25,16
 Speedster Pro,Road Bike,2022-03-08,3
Mountain Climber XT,Mountain Bike,2020-10-14,1
UrbanCommuter 500,Hybrid Bike,2020-04-23,1
Roadmaster Pro,Road Bike,2023-04-30,1
BMX Freestyle Pro,BMX,2020-02-29,1
 Speedster Pro,Road Bike,2024-02-18,3
BMX Freestyle Pro,BMX,2024-03-23,3
Hybrid Explorer,Hybrid Bike,2023-08-12,8
TrailBlazer XT,Mountain Bike,2020-03-30,3
Mountain Climber XT,Mountain Bike,2021-04-11,3
Roadmaster Pro,Road Bike,2022-11-20,19
 Speedster Pro,Road Bike,2023-07-01,8
Roadmaster Pro,Road Bike,2023-09-01,2
UrbanCommuter 500,Hybrid Bike,2020-08-29,5
 Speedster Pro,Road Bike,2024-04-04,2
AirMaster 300,BMX,2022-09-10,3
Roadmaster Pro,Road Bike,2020-09-18,1
TrailBlazer XT,Mountain Bike,2021-05-09,4
 Speedster Pro,Road Bike,2022-06-16,5
BMX Freestyle Pro,BMX,2022-10-08,3
BMX Freestyle Pro,BMX,2020-11-19,20
BMX Freestyle Pro,BMX,2022-06-01,10
Hybrid Explorer,Hybrid Bike,2023-08-26,7
Mountain Climber XT,Mountain Bike,2021-09-16,2
 Speedster Pro,Road Bike,2020-08-25,8
Hybrid Explorer,Hybrid Bike,2024-01-02,1
Mountain Climber XT,Mountain Bike,2021-08-23,5
Hybrid Explorer,Hybrid Bike,2020-02-06,1
Hybrid Explorer,Hybrid Bike,2023-05-20,2
Mountain Climber XT,Mountain Bike,2021-03-10,1
UrbanCommuter 500,Hybrid Bike,2024-05-15,5
Roadmaster Pro,Road Bike,2021-02-03,4
BMX Freestyle Pro,BMX,2021-02-08,2
 Speedster Pro,Road Bike,2024-08-07,3
BMX Freestyle Pro,BMX,2021-05-06,1
UrbanCommuter 500,Hybrid Bike,2020-06-21,10
TrailBlazer XT,Mountain Bike,2024-01-12,3
UrbanCommuter 500,Hybrid Bike,2023-03-04,2
BMX Freestyle Pro,BMX,2022-02-13,2
 Speedster Pro,Road Bike,2023-08-14,9
Hybrid Explorer,Hybrid Bike,2020-05-01,3
Roadmaster Pro,Road Bike,2021-01-23,1
BMX Freestyle Pro,BMX,2022-08-13,7
Roadmaster Pro,Road Bike,2021-05-14,4
TrailBlazer XT,Mountain Bike,2020-12-05,3
BMX Freestyle Pro,BMX,2021-06-13,9
BMX Freestyle Pro,BMX,2021-10-14,2
BMX Freestyle Pro,BMX,2023-08-23,9
 Speedster Pro,Road Bike,2023-07-01,8
UrbanCommuter 500,Hybrid Bike,2021-02-07,2
Roadmaster Pro,Road Bike,2020-01-03,2
Roadmaster Pro,Road Bike,2022-05-02,3
 Speedster Pro,Road Bike,2024-04-27,1
Roadmaster Pro,Road Bike,2024-03-10,1
Mountain Climber XT,Mountain Bike,2020-05-15,4
UrbanCommuter 500,Hybrid Bike,2024-04-05,3
Roadmaster Pro,Road Bike,2020-04-19,4
Hybrid Explorer,Hybrid Bike,2020-08-05,6
AirMaster 300,BMX,2020-10-29,4
BMX Freestyle Pro,BMX,2022-12-26,11
Roadmaster Pro,Road Bike,2021-06-19,7
UrbanCommuter 500,Hybrid Bike,2020-09-11,3
BMX Freestyle Pro,BMX,2023-12-03,19
TrailBlazer XT,Mountain Bike,2020-11-10,3
TrailBlazer XT,Mountain Bike,2020-06-04,6
Roadmaster Pro,Road Bike,2022-09-03,2
Roadmaster Pro,Road Bike,2023-03-04,1
Roadmaster Pro,Road Bike,2022-12-13,1
UrbanCommuter 500,Hybrid Bike,2021-06-10,8
Mountain Climber XT,Mountain Bike,2020-06-15,5
TrailBlazer XT,Mountain Bike,2021-06-30,11
Hybrid Explorer,Hybrid Bike,2021-02-22,2
UrbanCommuter 500,Hybrid Bike,2024-03-27,2
UrbanCommuter 500,Hybrid Bike,2021-09-22,1
UrbanCommuter 500,Hybrid Bike,2022-02-21,4
 Speedster Pro,Road Bike,2022-12-31,14
 Speedster Pro,Road Bike,2023-01-01,17
TrailBlazer XT,Mountain Bike,2022-05-06,1
 Speedster Pro,Road Bike,2021-12-18,13
UrbanCommuter 500,Hybrid Bike,2020-03-14,3
AirMaster 300,BMX,2023-07-11,7
Roadmaster Pro,Road Bike,2022-02-17,4
AirMaster 300,BMX,2020-10-28,2
Mountain Climber XT,Mountain Bike,2022-05-25,2
TrailBlazer XT,Mountain Bike,2020-12-31,12
Hybrid Explorer,Hybrid Bike,2021-01-06,1
Roadmaster Pro,Road Bike,2024-09-12,3
UrbanCommuter 500,Hybrid Bike,2024-01-15,4
AirMaster 300,BMX,2022-01-28,4
Roadmaster Pro,Road Bike,2020-09-30,3
AirMaster 300,BMX,2022-03-23,4
UrbanCommuter 500,Hybrid Bike,2022-10-18,2
BMX Freestyle Pro,BMX,2023-08-19,9
Roadmaster Pro,Road Bike,2021-01-20,1
Mountain Climber XT,Mountain Bike,2021-05-22,2
Mountain Climber XT,Mountain Bike,2022-10-07,2
Roadmaster Pro,Road Bike,2024-07-18,1
BMX Freestyle Pro,BMX,2022-12-17,1
AirMaster 300,BMX,2022-06-12,5
BMX Freestyle Pro,BMX,2020-01-20,2
BMX Freestyle Pro,BMX,2020-12-20,14
BMX Freestyle Pro,BMX,2024-09-30,2
BMX Freestyle Pro,BMX,2024-09-11,3
TrailBlazer XT,Mountain Bike,2022-12-27,9
Mountain Climber XT,Mountain Bike,2021-02-20,3
TrailBlazer XT,Mountain Bike,2024-06-16,3
Mountain Climber XT,Mountain Bike,2024-01-17,2
AirMaster 300,BMX,2023-10-25,3
AirMaster 300,BMX,2023-10-18,2
AirMaster 300,BMX,2024-07-12,2
UrbanCommuter 500,Hybrid Bike,2022-09-30,3
 Speedster Pro,Road Bike,2020-04-03,2
 Speedster Pro,Road Bike,2020-05-17,2
Mountain Climber XT,Mountain Bike,2023-05-08,5
UrbanCommuter 500,Hybrid Bike,2024-08-23,1
AirMaster 300,BMX,2024-06-17,2
 Speedster Pro,Road Bike,2024-01-07,3
Mountain Climber XT,Mountain Bike,2022-07-07,9
 Speedster Pro,Road Bike,2024-04-11,3
AirMaster 300,BMX,2021-12-21,10
Roadmaster Pro,Road Bike,2022-10-01,4
Mountain Climber XT,Mountain Bike,2022-03-02,3
Roadmaster Pro,Road Bike,2024-07-22,2
AirMaster 300,BMX,2020-07-06,6
BMX Freestyle Pro,BMX,2020-10-13,4
 Speedster Pro,Road Bike,2021-05-24,3
BMX Freestyle Pro,BMX,2023-09-12,3
Hybrid Explorer,Hybrid Bike,2020-10-12,4
AirMaster 300,BMX,2023-08-31,5
 Speedster Pro,Road Bike,2020-04-14,3
AirMaster 300,BMX,2021-10-26,2
Hybrid Explorer,Hybrid Bike,2022-02-22,2
Hybrid Explorer,Hybrid Bike,2023-04-18,2
UrbanCommuter 500,Hybrid Bike,2024-08-15,2
 Speedster Pro,Road Bike,2022-11-15,2
Roadmaster Pro,Road Bike,2020-01-12,2
UrbanCommuter 500,Hybrid Bike,2020-07-10,9
UrbanCommuter 500,Hybrid Bike,2024-04-05,2
Mountain Climber XT,Mountain Bike,2024-08-02,4
TrailBlazer XT,Mountain Bike,2023-09-10,2
Roadmaster Pro,Road Bike,2020-10-01,2
TrailBlazer XT,Mountain Bike,2024-02-20,2
UrbanCommuter 500,Hybrid Bike,2021-01-30,2
BMX Freestyle Pro,BMX,2021-11-13,2
Roadmaster Pro,Road Bike,2021-05-12,4
Mountain Climber XT,Mountain Bike,2022-05-20,3
 Speedster Pro,Road Bike,2022-11-26,21
BMX Freestyle Pro,BMX,2022-06-26,8
UrbanCommuter 500,Hybrid Bike,2022-06-15,6
Hybrid Explorer,Hybrid Bike,2024-02-22,2
BMX Freestyle Pro,BMX,2024-08-21,2
AirMaster 300,BMX,2021-04-28,2
 Speedster Pro,Road Bike,2024-08-08,3
 Speedster Pro,Road Bike,2022-08-12,7
 Speedster Pro,Road Bike,2020-03-01,1
UrbanCommuter 500,Hybrid Bike,2023-12-15,2
UrbanCommuter 500,Hybrid Bike,2020-06-30,11
BMX Freestyle Pro,BMX,2021-12-08,3
BMX Freestyle Pro,BMX,2022-06-29,9
AirMaster 300,BMX,2024-01-18,5
AirMaster 300,BMX,2021-11-13,3
UrbanCommuter 500,Hybrid Bike,2024-02-06,2
Hybrid Explorer,Hybrid Bike,2021-06-26,8
 Speedster Pro,Road Bike,2023-05-18,3
BMX Freestyle Pro,BMX,2024-02-18,2
Mountain Climber XT,Mountain Bike,2020-09-26,3
AirMaster 300,BMX,2021-04-15,2
BMX Freestyle Pro,BMX,2020-11-01,4
UrbanCommuter 500,Hybrid Bike,2023-09-15,3
TrailBlazer XT,Mountain Bike,2023-12-24,10
BMX Freestyle Pro,BMX,2023-02-07,3
AirMaster 300,BMX,2021-02-18,2
Roadmaster Pro,Road Bike,2022-10-09,2
TrailBlazer XT,Mountain Bike,2021-10-04,3
Mountain Climber XT,Mountain Bike,2024-02-06,3
UrbanCommuter 500,Hybrid Bike,2024-03-27,3
UrbanCommuter 500,Hybrid Bike,2021-04-30,3
TrailBlazer XT,Mountain Bike,2020-08-21,3
TrailBlazer XT,Mountain Bike,2024-07-25,4
TrailBlazer XT,Mountain Bike,2021-09-24,3
Mountain Climber XT,Mountain Bike,2023-03-31,2
Roadmaster Pro,Road Bike,2022-11-02,3
AirMaster 300,BMX,2020-08-31,7
TrailBlazer XT,Mountain Bike,2021-06-23,6
 Speedster Pro,Road Bike,2022-01-14,4
UrbanCommuter 500,Hybrid Bike,2020-02-19,4
UrbanCommuter 500,Hybrid Bike,2021-12-10,1
Mountain Climber XT,Mountain Bike,2022-09-22,3
UrbanCommuter 500,Hybrid Bike,2021-09-27,4
UrbanCommuter 500,Hybrid Bike,2021-06-28,10
AirMaster 300,BMX,2022-03-31,2
UrbanCommuter 500,Hybrid Bike,2020-05-23,2
Hybrid Explorer,Hybrid Bike,2022-06-18,6
UrbanCommuter 500,Hybrid Bike,2024-01-08,3
UrbanCommuter 500,Hybrid Bike,2021-02-23,4
AirMaster 300,BMX,2020-03-11,3
UrbanCommuter 500,Hybrid Bike,2020-05-07,2
Roadmaster Pro,Road Bike,2020-04-19,1
UrbanCommuter 500,Hybrid Bike,2023-08-28,6
TrailBlazer XT,Mountain Bike,2020-08-24,8
TrailBlazer XT,Mountain Bike,2020-06-19,5
TrailBlazer XT,Mountain Bike,2022-01-20,2
AirMaster 300,BMX,2022-07-15,8
Roadmaster Pro,Road Bike,2021-06-02,5
BMX Freestyle Pro,BMX,2022-10-18,2
UrbanCommuter 500,Hybrid Bike,2022-08-12,6
BMX Freestyle Pro,BMX,2022-06-18,4
 Speedster Pro,Road Bike,2022-08-28,6
BMX Freestyle Pro,BMX,2023-05-07,3
TrailBlazer XT,Mountain Bike,2022-05-30,3
Roadmaster Pro,Road Bike,2022-08-07,7
AirMaster 300,BMX,2020-07-15,8
AirMaster 300,BMX,2020-05-26,4
Mountain Climber XT,Mountain Bike,2022-12-16,4
BMX Freestyle Pro,BMX,2023-05-13,3
UrbanCommuter 500,Hybrid Bike,2021-10-31,1
Hybrid Explorer,Hybrid Bike,2021-02-19,1
TrailBlazer XT,Mountain Bike,2022-10-30,2
Hybrid Explorer,Hybrid Bike,2020-06-16,3
Mountain Climber XT,Mountain Bike,2021-04-15,3
Hybrid Explorer,Hybrid Bike,2021-05-27,2
TrailBlazer XT,Mountain Bike,2021-12-29,8
TrailBlazer XT,Mountain Bike,2023-09-29,3
Mountain Climber XT,Mountain Bike,2021-07-14,6
AirMaster 300,BMX,2020-03-06,4
UrbanCommuter 500,Hybrid Bike,2024-04-09,2
TrailBlazer XT,Mountain Bike,2023-11-18,2
AirMaster 300,BMX,2023-10-26,3
 Speedster Pro,Road Bike,2021-10-11,2
Mountain Climber XT,Mountain Bike,2022-11-17,2
Roadmaster Pro,Road Bike,2021-03-02,2
UrbanCommuter 500,Hybrid Bike,2020-09-15,3
BMX Freestyle Pro,BMX,2023-07-28,8
 Speedster Pro,Road Bike,2023-06-12,8
BMX Freestyle Pro,BMX,2024-07-18,3
AirMaster 300,BMX,2021-06-14,8
Hybrid Explorer,Hybrid Bike,2020-10-19,4
AirMaster 300,BMX,2020-06-26,11
UrbanCommuter 500,Hybrid Bike,2024-08-11,2
AirMaster 300,BMX,2023-12-22,13
Roadmaster Pro,Road Bike,2023-11-08,2
BMX Freestyle Pro,BMX,2022-02-10,5
UrbanCommuter 500,Hybrid Bike,2020-07-26,3
Roadmaster Pro,Road Bike,2020-05-17,3
UrbanCommuter 500,Hybrid Bike,2023-01-06,2
 Speedster Pro,Road Bike,2023-09-19,1
AirMaster 300,BMX,2021-03-07,3
Mountain Climber XT,Mountain Bike,2021-06-29,7
Mountain Climber XT,Mountain Bike,2020-01-08,2
Roadmaster Pro,Road Bike,2023-06-19,8
UrbanCommuter 500,Hybrid Bike,2023-11-13,1
TrailBlazer XT,Mountain Bike,2020-08-27,8
 Speedster Pro,Road Bike,2021-10-20,5
 Speedster Pro,Road Bike,2022-08-23,9
AirMaster 300,BMX,2020-10-29,4
UrbanCommuter 500,Hybrid Bike,2021-01-24,1
Roadmaster Pro,Road Bike,2023-12-07,3
Hybrid Explorer,Hybrid Bike,2024-07-01,2
Roadmaster Pro,Road Bike,2022-10-13,3
UrbanCommuter 500,Hybrid Bike,2023-06-14,8
AirMaster 300,BMX,2022-02-23,2
 Speedster Pro,Road Bike,2024-03-24,2
TrailBlazer XT,Mountain Bike,2020-01-06,3
Roadmaster Pro,Road Bike,2022-01-08,2
UrbanCommuter 500,Hybrid Bike,2024-06-02,4
 Speedster Pro,Road Bike,2020-01-11,2
TrailBlazer XT,Mountain Bike,2023-08-20,6
Hybrid Explorer,Hybrid Bike,2020-11-11,2
Mountain Climber XT,Mountain Bike,2021-02-02,3
Hybrid Explorer,Hybrid Bike,2023-09-16,1
AirMaster 300,BMX,2022-05-09,3
UrbanCommuter 500,Hybrid Bike,2021-09-26,3
Hybrid Explorer,Hybrid Bike,2020-02-24,3
